GENDER,POSTAL CODE,EMPLOYMENT STATUS,HIGHEST EDUCATION LEVEL,CURRENT / LAST EMPLOYER NAME,CURRENT / LAST MONTHLY SALARY,SOURCE,ATTENDACE,EVENT TITLE,TYPE OF EVENT,DATE OF EVENT,Profile,Age,Age Range,Month,Location,District
Female,768895,Unemployed 12 months and more,Degree,Customer Service,"SGD 3,000 to 4,999",CGH,Yes,Technical and Engineering Sector,VJI,7/1/2025,PMET,51,50-59,Jan,"Yishun, Sembawang",North West
Female,109703,Retrenched,Degree,Design,"SGD 10,000 & above",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,51,50-59,Jan,Telok Blangah,South West
Female,670217,Employed - Part Time,Degree,Consulting,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,50,50-59,Jan,"Hillview, Choa Chu Kang",South West
Male,640536,Unemployed 3 to less than 6 months,Diploma,Sales / Retail,"Below SGD 3,000",CGH,Yes,Technical and Engineering Sector,VJI,7/1/2025,PMET,49,40-49,Jan,Jurong,South West
Female,730578,Unemployed 0 to less than 3 months,Diploma,F&B,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,48,40-49,Jan,"Kranji, Woodgrove",North West
Female,510701,Unemployed 12 months and more,Degree,Admin / Secretarial,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,47,40-49,Jan,"Tampines, Pasir Ris",North East
Female,658882,Unemployed 6 to less than 12 months,Degree,Admin / Secretarial,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,46,40-49,Jan,"Hillview, Choa Chu Kang",South West
Male,431001,Unemployed 3 to less than 6 months,Master and Above,Marketing / Public Relations,"SGD 7,000 to 9,999",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,44,40-49,Jan,"Katong, Joo Chiat",South East
Female,670471,Unemployed 0 to less than 3 months,Diploma,Admin / Secretarial,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,40,40-49,Jan,"Hillview, Choa Chu Kang",South West
Female,682804,Unemployed 3 to less than 6 months,Diploma,Customer Service,"Below SGD 3,000",CGH,Yes,Technical and Engineering Sector,VJI,7/1/2025,PMET,39,30-39,Jan,"Hillview, Choa Chu Kang",South West
Female,520420,Employed - Full Time,ITE (Nitec / Higher Nitec),Others,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,RnF,38,30-39,Jan,"Tampines, Pasir Ris",North East
Female,640839,Freelancer,Degree,F&B,"Below SGD 3,000",CGH,Yes,Technical and Engineering Sector,VJI,7/1/2025,PMET,38,30-39,Jan,Jurong,South West
Female,670230,Unemployed 3 to less than 6 months,Secondary,Customer Service,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,RnF,38,30-39,Jan,"Hillview, Choa Chu Kang",South West
Male,667971,Unemployed 6 to less than 12 months,Master and Above,Banking and Finance,"SGD 10,000 & above",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,37,30-39,Jan,"Hillview, Choa Chu Kang",South West
Female,670450,Unemployed 3 to less than 6 months,Secondary,Healthcare / Pharmaceutical,"Below SGD 3,000",CGH,Yes,Technical and Engineering Sector,VJI,7/1/2025,RnF,36,30-39,Jan,"Hillview, Choa Chu Kang",South West
Female,350101,Unemployed 0 to less than 3 months,Diploma,Information Technology,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,36,30-39,Jan,MacPherson,South East
Female,752469,Self-Employed,Degree,Admin / Secretarial,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,35,30-39,Jan,"Yishun, Sembawang",North West
Male,650534,Unemployed 3 to less than 6 months,Diploma,Sales / Retail,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,33,30-39,Jan,"Hillview, Choa Chu Kang",South West
Female,791463,Unemployed 3 to less than 6 months,Diploma,Personal Care / Beauty,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,33,30-39,Jan,Seletar,North East
Male,130017,Employed - Full Time,Diploma,Security and Investigation,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,32,30-39,Jan,"Pasir Panjang, Clementi",South West
Female,543333,Unemployed 12 months and more,Diploma,Customer Service,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,31,30-39,Jan,"Hougang, Punggol",North East
Female,730852,Freelancer,ITE (Nitec / Higher Nitec),Security and Investigation,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,RnF,31,30-39,Jan,"Kranji, Woodgrove",North West
Male,460056,Employed - Full Time,Diploma,Environment / Health,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,26,20-29,Jan,"Bedok, Upper East Coast",South East
Female,669614,Unemployed 12 months and more,Degree,Human Resources,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,26,20-29,Jan,"Hillview, Choa Chu Kang",South West
Female,550509,Employed - Part Time,Diploma,Customer Service,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,26,20-29,Jan,"Hougang, Punggol",North East
Female,120344,Unemployed 0 to less than 3 months,Diploma,Admin / Secretarial,"Below SGD 3,000",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,25,20-29,Jan,"Pasir Panjang, Clementi",South West
Male,730748,Unemployed 0 to less than 3 months,Master and Above,Information Technology,"SGD 3,000 to 4,999",CGH,No,Technical and Engineering Sector,VJI,7/1/2025,PMET,40,40-49,Jan,"Kranji, Woodgrove",North West
Male,680443,Unemployed 0 to less than 3 months,Diploma,Building and Construction,"Below SGD 3,000",CGH,No,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,63,>60,Jan,"Hillview, Choa Chu Kang",South West
Male,560615,Unemployed 0 to less than 3 months,Diploma,Professional Services,"SGD 5,000 to 6,999",CGH,No,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,50,50-59,Jan,"Bishan, Ang Mo Kio",Central
Male,760113,Unemployed 6 to less than 12 months,Degree,Engineering,"SGD 5,000 to 6,999",CGH,No,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,59,50-59,Jan,"Yishun, Sembawang",North West
Male,640647,Unemployed 6 to less than 12 months,Degree,Engineering,"SGD 5,000 to 6,999",CGH,Yes,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,65,>60,Jan,Jurong,South West
Male,320078,Unemployed 6 to less than 12 months,Diploma,Engineering,"SGD 7,000 to 9,999",CGH,No,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,58,50-59,Jan,"Balestier, Toa Payoh",Central
Male,680473,Employed - Full Time,Degree,Engineering,"SGD 10,000 & above",CGH,Yes,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,56,50-59,Jan,"Hillview, Choa Chu Kang",South West
Male,543223,Unemployed 3 to less than 6 months,Master and Above,Information Technology,"SGD 3,000 to 4,999",CGH,No,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,55,50-59,Jan,"Hougang, Punggol",North East
Male,150070,Unemployed 0 to less than 3 months,Diploma,Information Technology,"SGD 3,000 to 4,999",CGH,Yes,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,54,50-59,Jan,"Queenstown, Tiong Bahru",Central
Male,140097,Retrenched,Diploma,Manufacturing,"SGD 3,000 to 4,999",CGH,Yes,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,52,50-59,Jan,"Queenstown, Tiong Bahru",Central
Male,641656,Unemployed 3 to less than 6 months,Diploma,Logistics / Supply Chain,"SGD 5,000 to 6,999",CGH,No,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,50,50-59,Jan,Jurong,South West
Male,650244,Unemployed 0 to less than 3 months,Diploma,Building and Construction,"SGD 10,000 & above",CGH,No,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,50,50-59,Jan,"Hillview, Choa Chu Kang",South West
Male,643669,Unemployed 0 to less than 3 months,Diploma,Building and Construction,"SGD 7,000 to 9,999",CGH,No,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,50,50-59,Jan,Jurong,South West
Male,510146,Employed - Full Time,Degree,Manufacturing,"SGD 3,000 to 4,999",CGH,Yes,Tourism and Hospitality Sector,VJI,7/1/2025,PMET,50,50-59,Jan,"Tampines, Pasir Ris",North East
Male,560151,Employed - Full Time,Master and Above,Public / Civil Service,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,46,40-49,Jan,"Bishan, Ang Mo Kio",Central
Male,731189,Employed - Part Time,Degree,Information Technology,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,45,40-49,Jan,"Kranji, Woodgrove",North West
Male,760875,Unemployed 0 to less than 3 months,Degree,Engineering,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,45,40-49,Jan,"Yishun, Sembawang",North West
Female,520132,Unemployed 0 to less than 3 months,Master and Above,Information Technology,"SGD 5,000 to 6,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,45,40-49,Jan,"Tampines, Pasir Ris",North East
Male,681296,Employed - Full Time,ITE (Nitec / Higher Nitec),Information Technology,"SGD 5,000 to 6,999",CGH,No,Information Technology Sector,VJI,8/1/2025,RnF,45,40-49,Jan,"Hillview, Choa Chu Kang",South West
Female,738230,Unemployed 12 months and more,Master and Above,Information Technology,"Below SGD 3,000",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,44,40-49,Jan,"Kranji, Woodgrove",North West
Male,791471,Employed - Full Time,A Level,Others,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,RnF,44,40-49,Jan,Seletar,North East
Male,532992,Employed - Full Time,Degree,Public / Civil Service,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,43,40-49,Jan,"Hougang, Punggol",North East
Female,730755,Unemployed 6 to less than 12 months,Degree,Engineering,"SGD 5,000 to 6,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,43,40-49,Jan,"Kranji, Woodgrove",North West
Male,730851,Unemployed 6 to less than 12 months,Degree,Information Technology,"SGD 5,000 to 6,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,42,40-49,Jan,"Kranji, Woodgrove",North West
Male,550307,Employed - Full Time,ITE (Nitec / Higher Nitec),Engineering,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,RnF,41,40-49,Jan,"Hougang, Punggol",North East
Female,730179,Unemployed 3 to less than 6 months,Master and Above,Information Technology,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,41,40-49,Jan,"Kranji, Woodgrove",North West
Male,823670,Employed - Full Time,Degree,Engineering,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,40,40-49,Jan,"Hougang, Punggol",North East
Male,273008,Unemployed 0 to less than 3 months,Degree,Telecommunications,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,40,40-49,Jan,"Bukit Timah, Holland",South West
Male,730776,Unemployed 0 to less than 3 months,Degree,Engineering,"SGD 5,000 to 6,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,39,30-39,Jan,"Kranji, Woodgrove",North West
Male,544594,Employed - Full Time,Degree,Engineering,"SGD 7,000 to 9,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,39,30-39,Jan,"Hougang, Punggol",North East
Male,760323,Unemployed 0 to less than 3 months,Diploma,Engineering,"SGD 5,000 to 6,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,38,30-39,Jan,"Yishun, Sembawang",North West
Male,150130,Unemployed 3 to less than 6 months,Degree,Engineering,"SGD 5,000 to 6,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,36,30-39,Jan,"Queenstown, Tiong Bahru",Central
Male,510411,Employed - Full Time,Degree,Engineering,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,36,30-39,Jan,"Tampines, Pasir Ris",North East
Male,527494,Unemployed 0 to less than 3 months,ITE (Nitec / Higher Nitec),Manufacturing,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,RnF,34,30-39,Jan,"Tampines, Pasir Ris",North East
Male,730521,Unemployed 12 months and more,Degree,Information Technology,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,34,30-39,Jan,"Kranji, Woodgrove",North West
Male,520870,Unemployed 0 to less than 3 months,Diploma,Real Estate / Property Management,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,34,30-39,Jan,"Tampines, Pasir Ris",North East
Female,469983,Unemployed 12 months and more,Degree,Information Technology,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,34,30-39,Jan,"Bedok, Upper East Coast",South East
Female,650134,Employed - Part Time,Degree,General Management,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,34,30-39,Jan,"Hillview, Choa Chu Kang",South West
Male,520911,Employed - Full Time,Diploma,Travel / Tourism,"SGD 5,000 to 6,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,33,30-39,Jan,"Tampines, Pasir Ris",North East
Male,400344,Employed - Full Time,Diploma,Building and Construction,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,33,30-39,Jan,"Geylang, Eunos",South East
Male,560345,Unemployed 0 to less than 3 months,Degree,Information Technology,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,33,30-39,Jan,"Bishan, Ang Mo Kio",Central
Female,680411,Retrenched,Degree,Engineering,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,33,30-39,Jan,"Hillview, Choa Chu Kang",South West
Male,460110,Unemployed 0 to less than 3 months,Degree,Logistics / Supply Chain,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,33,30-39,Jan,"Bedok, Upper East Coast",South East
Male,410671,Self-Employed,Degree,Engineering,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,32,30-39,Jan,"Geylang, Eunos",South East
Male,751120,Unemployed 6 to less than 12 months,Diploma,Others,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,31,30-39,Jan,"Yishun, Sembawang",North West
Male,789097,Unemployed 0 to less than 3 months,Degree,Engineering,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,31,30-39,Jan,"Upper Thomson, Springleaf",North West
Male,510228,Unemployed 6 to less than 12 months,Diploma,Engineering,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,30,30-39,Jan,"Tampines, Pasir Ris",North East
Female,560425,Freelancer,Degree,Engineering,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,30,30-39,Jan,"Bishan, Ang Mo Kio",Central
Male,640554,Employed - Full Time,Degree,Environment / Health,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,29,20-29,Jan,Jurong,South West
Male,738086,Employed - Full Time,Degree,Engineering,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,29,20-29,Jan,"Kranji, Woodgrove",North West
Male,640555,Employed - Full Time,Diploma,Engineering,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,29,20-29,Jan,Jurong,South West
Male,760329,Unemployed 12 months and more,Degree,Admin / Secretarial,"Below SGD 3,000",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,29,20-29,Jan,"Yishun, Sembawang",North West
Male,601285,Employed - Full Time,Degree,Engineering,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,28,20-29,Jan,Jurong,South West
Male,350118,Employed - Full Time,Diploma,Manufacturing,"Below SGD 3,000",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,24,20-29,Jan,MacPherson,South East
Female,541117,Employed - Full Time,Master and Above,Admin / Secretarial,"Below SGD 3,000",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,48,40-49,Jan,"Hougang, Punggol",North East
Male,821223,Employed - Full Time,Diploma,F&B,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,25,20-29,Jan,"Hougang, Punggol",North East
Female,120462,Unemployed 6 to less than 12 months,Degree,Others,"Below SGD 3,000",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,30,30-39,Jan,"Pasir Panjang, Clementi",South West
Female,311084,Unemployed 3 to less than 6 months,Degree,Healthcare / Pharmaceutical,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,37,30-39,Jan,"Balestier, Toa Payoh",Central
Female,419905,Unemployed 0 to less than 3 months,Master and Above,General Management,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,32,30-39,Jan,"Geylang, Eunos",South East
Female,163021,Unemployed 3 to less than 6 months,Diploma,Admin / Secretarial,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,71,>60,Jan,"Queenstown, Tiong Bahru",Central
Male,760768,Employed - Full Time,O Level,Information Technology,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,RnF,65,>60,Jan,"Yishun, Sembawang",North West
Male,310174,Unemployed 0 to less than 3 months,Degree,General Management,"SGD 7,000 to 9,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,64,>60,Jan,"Balestier, Toa Payoh",Central
Male,680226,Unemployed 3 to less than 6 months,Diploma,Social Services,"SGD 7,000 to 9,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,64,>60,Jan,"Hillview, Choa Chu Kang",South West
Female,462808,Employed - Part Time,Primary,Admin / Secretarial,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,8/1/2025,RnF,64,>60,Jan,"Bedok, Upper East Coast",South East
Female,384002,Unemployed 0 to less than 3 months,Diploma,Customer Service,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,63,>60,Jan,"Geylang, Eunos",South East
Female,730540,Unemployed 0 to less than 3 months,Degree,Admin / Secretarial,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,63,>60,Jan,"Kranji, Woodgrove",North West
Female,560134,Unemployed 12 months and more,Diploma,Admin / Secretarial,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,63,>60,Jan,"Bishan, Ang Mo Kio",Central
Male,680443,Unemployed 0 to less than 3 months,Diploma,Building and Construction,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,63,>60,Jan,"Hillview, Choa Chu Kang",South West
Female,169277,Unemployed 0 to less than 3 months,O Level,Logistics / Supply Chain,"SGD 10,000 & above",CGH,No,Information Technology Sector,VJI,8/1/2025,RnF,61,>60,Jan,"Queenstown, Tiong Bahru",Central
Male,510573,Retrenched,Diploma,Information Technology,"Below SGD 3,000",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,60,>60,Jan,"Tampines, Pasir Ris",North East
Male,576148,Retrenched,Degree,Information Technology,"SGD 10,000 & above",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,60,>60,Jan,"Bishan, Ang Mo Kio",Central
Female,760308,Unemployed 3 to less than 6 months,Diploma,Others,"SGD 3,000 to 4,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,59,50-59,Jan,"Yishun, Sembawang",North West
Male,520347,Freelancer,Master and Above,Accounting / Auditing / Taxation,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,59,50-59,Jan,"Tampines, Pasir Ris",North East
Male,537643,Unemployed 6 to less than 12 months,Diploma,Information Technology,"SGD 5,000 to 6,999",CGH,Yes,Information Technology Sector,VJI,8/1/2025,PMET,59,50-59,Jan,"Hougang, Punggol",North East
Female,410642,Employed - Full Time,Degree,Admin / Secretarial,"SGD 3,000 to 4,999",CGH,No,Information Technology Sector,VJI,8/1/2025,PMET,58,50-59,Jan,"Geylang, Eunos",South East
